"userid","dbid","toplevel","queryid","query","plans","total_plan_time","min_plan_time","max_plan_time","mean_plan_time","stddev_plan_time","calls","total_exec_time","min_exec_time","max_exec_time","mean_exec_time","stddev_exec_time","rows","shared_blks_hit","shared_blks_read","shared_blks_dirtied","shared_blks_written","local_blks_hit","local_blks_read","local_blks_dirtied","local_blks_written","temp_blks_read","temp_blks_written","blk_read_time","blk_write_time","temp_blk_read_time","temp_blk_write_time","wal_records","wal_fpi","wal_bytes","jit_functions","jit_generation_time","jit_inlining_count","jit_inlining_time","jit_optimization_count","jit_optimization_time","jit_emission_count","jit_emission_time"
10,16384,True,"5812696535754339910","create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1996-07-01'::date and l_shipdate < '1996-07-01'::date + interval '3' month group by l_suppkey","0","0","0","0","0","0","1","0.490642","0.490642","0.490642","0.490642","0","0","77","38","21","0","0","0","0","0","0","0","0.084044","0","0","0","43","0","5681","0","0","0","0","0","0","0","0"
10,16384,True,"-141619989335985508","SELECT * FROM pg_stat_archiver","0","0","0","0","0","0","1","0.021484","0.021484","0.021484","0.021484","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16384,True,"1570809406656386357","select n_name, sum(l_extendedprice * ($4 - l_discount)) as revenue from customer, orders, lineitem, supplier, nation, region where c_custkey = o_custkey and l_orderkey = o_orderkey and l_suppkey = s_suppkey and c_nationkey = s_nationkey and s_nationkey = n_nationkey and n_regionkey = r_regionkey and r_name = $1 and o_orderdate >= $2::date and o_orderdate < $3::date + interval $5 year group by n_name order by revenue desc","0","0","0","0","0","0","43","87451.331965","1748.753572","2769.584786","2033.7519061627904","165.62099275063133","215","57452937","30371715","0","7","0","0","0","0","0","0","44868.737121000006","0.071632","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16384,True,"5591784696012235849","SELECT
             gss_authenticated, encrypted
        FROM
            pg_catalog.pg_stat_gssapi
        WHERE pid = pg_backend_pid()","0","0","0","0","0","0","1","0.091641","0.091641","0.091641","0.091641","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16384,True,"1549185845189586991","create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1993-11-01'::date and l_shipdate < '1993-11-01'::date + interval '3' month group by l_suppkey","0","0","0","0","0","0","1","0.451133","0.451133","0.451133","0.451133","0","0","76","28","20","0","0","0","0","0","0","0","0.068734","0","0","0","44","0","5962","0","0","0","0","0","0","0","0"
10,16384,True,"-5957892025686646773","SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey","0","0","0","0","0","0","1","1945.074792","1945.074792","1945.074792","1945.074792","0","1","1","269858","0","16","0","0","0","0","108","240","334.142128","0.614086","0.156052","1.391721","0","0","0","40","2.24722","1","35.218543","1","143.334761","1","103.015504"
10,16384,True,"-1470372110591828654","SELECT
   s_suppkey,
   s_name,
   s_address,
   s_phone,
   total_revenue
FROM
   supplier,
   revenue0
WHERE
   s_suppkey = supplier_no
   AND total_revenue = (
      SELECT
         MAX(total_revenue)
      FROM
         revenue0
   )
ORDER BY
   s_suppkey","0","0","0","0","0","0","1","1878.066617","1878.066617","1878.066617","1878.066617","0","1","1","268012","0","13","0","0","0","0","108","244","321.06087","0.086845","0.147087","1.411876","0","0","0","40","1.965459","1","34.436964","1","139.826962","1","104.101765"
10,16384,True,"4525708794229873910","create view revenue0 (supplier_no, total_revenue) as select l_suppkey, sum(l_extendedprice * (1 - l_discount)) from lineitem where l_shipdate >= '1997-10-01'::date and l_shipdate < '1997-10-01'::date + interval '3' month group by l_suppkey","0","0","0","0","0","0","1","0.495129","0.495129","0.495129","0.495129","0","0","75","28","20","0","0","0","0","0","0","0","0.077876","0","0","0","42","0","5633","0","0","0","0","0","0","0","0"
10,16384,True,"3545412574037053608","SET DateStyle=ISO","0","0","0","0","0","0","1","0.01245","0.01245","0.01245","0.01245","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
10,16384,True,"3307223188059133500","SHOW ALL","0","0","0","0","0","0","1","0.181915","0.181915","0.181915","0.181915","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
